partyname_1,origname_1,cmp_id_1,rile_1,lrgen_1,cses_lr_1,cses_expert_1,tev_lr_1,country_1,electionyear_1,partyname_2,origname_2,cmp_id_2,rile_2,lrgen_2,cses_lr_2,cses_expert_2,tev_lr_2,country_2,electionyear_2
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Communist Party of Luxembourg,Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois,23220,-41.039,NA,NA,NA,NA,Luxembourg,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Socialist Workers’ Party of Luxembourg,Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois,23320,-16.2,NA,NA,NA,NA,Luxembourg,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Centre Democrats,Centrum Democraten,22711,3.114,9.399999976158142,NA,NA,NA,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Christian Democratic Appeal,Christen-Democratisch Appél,22521,-8.8,5.825926065444946,NA,NA,0.66991643454039,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Democrats‘66,Democraten 66,22330,-7.5,4.2814818024635315,NA,NA,0.35695229127432515,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Reformed Political League,Gereformeerd Politiek Verbond,22527,28.686,8.85185182094574,NA,NA,NA,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Green Left,GroenLinks,22110,-15,0.9000000357627869,NA,NA,0.11983958480773768,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Labour Party,Partij van de Arbeid,22320,-20.6,3.2370367646217346,NA,NA,0.23437980917205292,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Reformatory Political Federation,Reformatorische Politieke Federatie,22528,17.811,8.992592692375183,NA,NA,NA,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Reformed Political Party,Staatkundig Gereformeerde Partij,22952,34.021,8.992592692375183,NA,NA,0.7202508960573477,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,People’s Party for Freedom and Democracy,Volkspartij voor Vrijheid en Democratie,22420,4.5,7.059258818626404,NA,NA,0.7078017474677182,Netherlands,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Norwegian Labour Party,Arbeiderpartiet,12320,-36,NA,NA,NA,0.3323298210403078,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Progress Party,Fremskrittspartiet,12951,24.2,NA,NA,NA,0.8010116169195709,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Conservative Party,Høyre,12620,-7.1,NA,NA,NA,0.4873750505575779,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Christian People’s Party,Kristelig Folkeparti,12520,-21.4,NA,NA,NA,0.3677523677523678,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Centre Party,Senterpartiet,12810,-19.9,NA,NA,NA,0.6163053297199639,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Socialist Left Party,Sosialistisk Venstreparti,12221,-34.7,NA,NA,NA,0.16680759907548345,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Liberal Party,Venstre,12420,-20.6,NA,NA,NA,NA,Norway,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Left Bloc,Bloco de Esquerda,35211,NA,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Social Democratic Center Party,Centro Democrático e Social; Partido Popular; Centro Democrático e Social—Partido Popular,35520,4.04,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Democratic Unitarian Coalition,Coligação Democrática Unitária,35229,NA,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Democratic Intervention,Intervenção Democrática,35315,32.292,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Portuguese Communist Party,Partido Comunista Português,35220,30.128,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Ecologist Party ‘The Greens',Partido Ecologista “Os Verdes”,35110,46.296,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Social Democratic Party,Partido Popular Democrático; Partido Social Democrata,35313,25.735,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Democratic Renewal Party,Partido Renovador Democrático,35312,17.857,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Socialist Party,Partido Socialista,35311,-30.303,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Earth Party,Partido da Terra,NA,NA,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Popular Democratic Union,União Democrática Popular,35210,12.264,NA,NA,NA,NA,Portugal,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Galician Nationalist Bloc,Bloque Nacionalista Galego,33908,NA,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Centre Democrats,Centro Democrático y Social,33512,-4.472,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Convergence and Union,Convergència i Unió,33611,-3.191,6.051851511001587,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Catalan Republican Left,Esquerra Republicana de Catalunya,33905,-20.251,3.662962913513184,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Basque Left,Euskadiko Ezkerra,33901,-23.499,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,We Basque Citizens,Euskal Herritarrok,NA,NA,0.1666666753590107,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Basque Solidarity,Eusko Alkartasuna,33903,-19.203,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Basque Nationalist Party,Euzko Alderdi Jeltzalea/Partido Nacionalista Vasco,33902,-11.987,6.01111114025116,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,United Left,Izquierda Unida,33220,-40.035,1.9370371103286743,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,The Greens,Los Verdes,NA,NA,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Andalusian Party,Partido Andalucista,33906,-22.418,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Aragonese Regionalist Party,Partido Aragonés,33904,-14.879,7.123636603355408,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,People's Party,Partido Popular,33610,-3.106,7.614814639091492,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Spanish Socialist Workers’ Party,Partido Socialista Obrero Español,33320,-22.312,3.422222137451172,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Valencian Union,Unión Valenciana,NA,NA,NA,NA,NA,NA,Spain,1989
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Social Democratic Labour Party,Arbetarpartiet- Socialdemokraterna; Sveriges Socialdemokratiska Arbetareparti,11320,-23.9,3.081481456756592,NA,NA,0.31977235008200755,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Centre Party,Centerpartiet,11810,-5.3,5.748148560523987,NA,NA,0.5906450305323426,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,People’s Party,Folkpartiet liberalerna; Liberalerna,11420,-7.7,5.481481552124023,NA,NA,0.6707889150391256,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Christian-Democrats,Kristdemokraterna,11520,NA,NA,NA,NA,NA,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Green Ecology Party,Miljöepartiet de Gröna,11110,-18.4,NA,NA,NA,0.4474519262663448,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Moderate Coalition Party,Moderaterna; Moderata Samlingspartiet,11620,36.7,7.837036848068237,NA,NA,0.8876485540571104,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Left Communists Party,Vänsterpartiet,11220,-37.4,1.3925926387310028,NA,NA,0.12237792160290822,Sweden,1988
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Christian Democratic People’s Party of Switzerland,Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse,43520,-0.74,NA,NA,NA,NA,Switzerland,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Protestant People’s Party of Switzerland,Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse,43530,-2.869,NA,NA,NA,NA,Switzerland,1987
Green Alternative,Die Grünen,42110,-15.2,NA,NA,NA,NA,Austria,1986,Radical Democratic Party,FDP.Die Liberalen/PLR.Les Libéraux-Radicaux,43420,10.837,NA,NA,NA,NA,Switzerland,1987
